开放粤语词典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
肉汁	_jʊk 'dzɐp	
肉丁	_jʊk 'dɪŋ	
浴巾	_jʊk 'gɐn	
肉干	_jʊk 'gɔn	
浴缸	_jʊk 'gɔŋ	
浴衣	_jʊk 'ji	
肉粒	_jʊk 'nɐp	肉丁
肉丝	_jʊk 'si	
肉色	_jʊk 'sik	
肉酸	_jʊk 'syn	恶心，难看，难听，肉麻
肉身	_jʊk 'sɐn	
浴室	_jʊk 'sɐt	
肉松	_jʊk 'sʊŋ	
玉钗	_jʊk 'tsai	
欲罢不能	_jʊk _ba 'bɐt ˌnɐŋ	
玉帛	_jʊk _bak	
玉匠	_jʊk _dzœŋ	
玉镯	_jʊk _dzʊk	
肉贩	_jʊk _fan	
肉馅	_jʊk _ham	
玉液琼浆	_jʊk _jik ˌkɪŋ 'dzœŋ	
肉欲	_jʊk _jʊk	
肉欲主义	_jʊk _jʊk ´dzy _ji	
狱吏	_jʊk _lei	
肉类	_jʊk _lœy	
欲令智昏	_jʊk _lɪŋ ¯dzi 'fɐn	
辱骂	_jʊk _ma	
浴帽	_jʊk _mou	
肉末	_jʊk _mut	
欲望	_jʊk _mɔŋ	
欲望	_jʊk _mɔŋ	
欲念	_jʊk _nim	
肉食	_jʊk _sik	
肉食动物	_jʊk _sik _dʊŋ _mɐt	
肉食性	_jʊk _sik ¯sɪŋ	
玉石	_jʊk _sɛk	
玉石俱焚	_jʊk _sɛk 'kœy ˌfɐn	
肉搏	_jʊk ¯bɔk	
玉照	_jʊk ¯dziu	
肉酱	_jʊk ¯dzœŋ	
肉粽	_jʊk ¯dzʊŋ	
肉档	_jʊk ¯dɔŋ	肉铺
玉洁冰清	_jʊk ¯git 'bɪŋ 'tsɪŋ	
肉桂	_jʊk ¯gwɐi	
玉器	_jʊk ¯hei	
浴血	_jʊk ¯hyt	
浴血奋战	_jʊk ¯hyt ˏfɐn ¯dzin	
欲壑难填	_jʊk ¯kɔk ˌnan ˌtin	
肉片	_jʊk ¯pin	
肉票	_jʊk ¯piu	人质
肉票	_jʊk ¯piu	
玉佩	_jʊk ¯pui	
玉碎	_jʊk ¯sœy	
玉兔	_jʊk ¯tou	
肉赤	_jʊk ¯tsɛk	心疼
肉痛	_jʊk ¯tʊŋ	心疼
玉鈪	_jʊk ¯ŋak	玉镯
肉品	_jʊk ´bɐn	
肉饼	_jʊk ´bɪŋ	
欲火	_jʊk ´fɔ	
欲火焚身	_jʊk ´fɔ ˌfɐn 'sɐn	
肉紧	_jʊk ´gɐn	紧张，揪心，干着急
欲海	_jʊk ´hɔi	
肉脯	_jʊk ´pou	
玉玺	_jʊk ´sai	
玉手	_jʊk ´sɐu	
玉体	_jʊk ´tɐi	
肉体	_jʊk ´tɐi	
肉丸	_jʊk ˌjyn	
玉容	_jʊk ˌjʊŋ	
欲擒故纵	_jʊk ˌkɐm ¯gu 'dzʊŋ	
玉兰	_jʊk ˌlan	
玉兰花	_jʊk ˌlan 'fa	
浴帘	_jʊk ˌlim	
肉瘤	_jʊk ˌlɐu	
肉麻	_jʊk ˌma	
肉皮	_jʊk ˌpei	
浴袍	_jʊk ˌpou	
浴盆	_jʊk ˌpun	
玉瓶	_jʊk ˌpɪŋ	
玉成其事	_jʊk ˌsɪŋ ˌkei _si	
浴池	_jʊk ˌtsi	
浴场	_jʊk ˌtsœŋ	
浴堂	_jʊk ˌtɔŋ	
玉环	_jʊk ˌwan	
玉女	_jʊk ˏnœy	
肉眼	_jʊk ˏŋan	
用尽	_jʊŋ _dzœn	
用力一搡	_jʊŋ _lik 'jɐt ´sɔŋ	
用膳	_jʊŋ _sin	
用嚟	_jʊŋ ˌlei	用来
用途	_jʊŋ ˌtou	
噱头	_kœk ˌtɐu	
芨芨草	_kɐp _kɐp ´tsou	
及时	_kɐp ˌsi	
屐	_kɛk	木屐，木板拖鞋
剧增	_kɛk 'dzɐŋ	
剧终	_kɛk 'dzʊŋ	
剧中人	_kɛk 'dzʊŋ ˌjɐn	
剧曲	_kɛk 'kʊk	
剧集	_kɛk _dzap	
剧毒	_kɛk _dʊk	
剧动	_kɛk _dʊŋ	
剧校	_kɛk _hau	
剧院	_kɛk _jyn	
剧烈	_kɛk _lit	
剧烈性	_kɛk _lit ¯sɪŋ	
剧目	_kɛk _mʊk	
剧变	_kɛk ¯bin	
剧跌	_kɛk ¯dit	
剧照	_kɛk ¯dziu	
剧作	_kɛk ¯dzɔk	
剧作家	_kɛk ¯dzɔk 'ga	
剧挫	_kɛk ¯tsɔ	
剧痛	_kɛk ¯tʊŋ	
剧本	_kɛk ´bun	
剧种	_kɛk ´dzʊŋ	
剧名	_kɛk ˌmɪŋ	
剧评	_kɛk ˌpɪŋ	
剧评人	_kɛk ˌpɪŋ ˌjɐn	
剧场	_kɛk ˌtsœŋ	
剧情	_kɛk ˌtsɪŋ	
剧情片	_kɛk ˌtsɪŋ ´pin	
剧团	_kɛk ˌtyn	
赖	_lai	遗留，丢失，遗漏
赖低	_lai 'dɐi	留下，遗留下来
落下	_lai _ha	
赖尿	_lai _niu	尿床，遗尿
赖尿虾	_lai _niu 'ha	虾蛄，螳螂虾，虾爬子
赖尿虾	_lai _niu 'ha	经常尿床的小孩
赖死	_lai ´sei	赖着不走
肋骨	_lak 'gwɐt	
揽	_lam	围
滥交	_lam 'gau	
滥觞	_lam 'sœŋ	
缆车	_lam 'tsɛ	
滥调陈腔	_lam _diu ˌtsɐn 'hɔŋ	
舰队	_lam _dœy	
滥伐	_lam _fɐt	
滥伐林木	_lam _fɐt 'sɐm ˌlɐm	
滥用	_lam _jʊŋ	
滥杀	_lam ¯sat	
滥杀无辜	_lam ¯sat ˌmou 'gu	
舰长	_lam ´dzœŋ	
揽颈巾	_lam ´gɛŋ 'gɐn	围围巾
滥好人	_lam ´hou ˌjɐn	
滥砍	_lam ´hɐm	
滥砍滥伐	_lam ´hɐm _lam _fɐt	
滥竽充数	_lam ˌjy 'tsʊŋ ¯sou	
舰艇	_lam ˏtɪŋ	
烂gag	_lan 'gɛk	冷笑话
烂衫	_lan 'sam	破烂的衣服
烂身烂势	_lan 'sɐn _lan ¯sɐi	衣服破烂，穿着破烂不堪
烂湴	_lan _ban	烂泥
烂贱	_lan _dzin	不值钱，便宜，贱
烂饭	_lan _fan	软饭
烂食	_lan _sik	贪吃，爱吃，嘴馋
烂熟	_lan _sʊk	十分熟，滚瓜烂熟
烂瞓	_lan ¯fɐn	贪睡，爱睡觉
烂瞓猪	_lan ¯fɐn 'dzy	懒虫
烂喊	_lan ¯ham	爱哭
烂喊猫	_lan ¯ham 'mau	爱哭的孩子
烂打	_lan ´da	好斗，爱打架
烂赌	_lan ´dou	好赌，嗜赌
烂赌二	_lan ´dou ´dzi	嗜赌的人，很爱赌博的人
烂仔	_lan ´dzɐi	流氓，无赖，小流氓，二流子
烂酒	_lan ´dzɐu	好喝酒，酗酒
烂酒佬	_lan ´dzɐu ´lou	醉鬼
烂咗	_lan ´dzɔ	坏了
烂鬼	_lan ´gwɐi	破烂
烂鬼嘢	_lan ´gwɐi ˏjɛ	破烂货
烂滚	_lan ´gwɐn	好色
烂口	_lan ´hɐu	粗话，脏话，下流话
烂口	_lan ´hɐu	爱说下流话，爱说粗话，爱说脏话，说话下流
烂佬	_lan ´lou	恶棍，痞子，流氓，无赖
烂女	_lan ´nœy	女流氓
烂玩	_lan ´wan	贪玩，爱玩，发玩儿
烂泥扶唔上壁	_lan ˌnɐi ˌfu ˌm̩ ˏsœŋ ¯bɛk	癞狗扶不上墙，不争气，没出息，不成材，不成器，无用之材，无可救药
烂蒲	_lan ˌpou	贪玩，烂玩
烂平烂贱	_lan ˌpɛŋ _lan _dzin	廉价，很便宜
烂船都仲有三斤钉	_lan ˌsyn 'dou ¯dzʊŋ ˏjɐu 'sam 'gɐn 'dɛŋ	瘦死的骆驼比马大
烂船都有三斤钉	_lan ˌsyn 'dou ˏjɐu 'sam 'gɐn 'dɛŋ	瘦死的骆驼比马大
烂船仲有三斤钉	_lan ˌsyn ¯dzʊŋ ˏjɐu 'sam 'gɐn 'dɛŋ	瘦死的骆驼比马大
烂铜烂铁　	_lan ˌtʊŋ _lan ¯tit	破铜烂铁
烂牙	_lan ˌŋa	虫牙，蛀牙
烂瘾	_lan ˏjɐn	瘾头大，嗜好深，爱好成癖
烂尾	_lan ˏmei	没有好结局，不能善始善终，剩下烂摊子
烂巿	_lan ˏsi	滞销
烂市货	_lan ˏsi ¯fɔ	滞销货
立碑	_lap 'bei	
蜡笔	_lap 'bɐt	
立姿	_lap 'dzi	
立姿射击	_lap 'dzi _sɛ 'gik	
立即	_lap 'dzik	
立锥之地	_lap 'dzœy 'dzi _dei	
蜡质	_lap 'dzɐt	
立足	_lap 'dzʊk	
蜡烛	_lap 'dzʊk	
立足点	_lap 'dzʊk ´dim	
蜡烛台	_lap 'dzʊk ˌtɔi	
立冬	_lap 'dʊŋ	
立方	_lap 'fɔŋ	
立方根	_lap 'fɔŋ 'gɐn	
立方体	_lap 'fɔŋ ´tɐi	
立方米	_lap 'fɔŋ ˏmɐi	
蜡封	_lap 'fʊŋ	
立竿见影	_lap 'gɔn ¯gin ´jɪŋ	
立功	_lap 'gʊŋ	
立功赎罪	_lap 'gʊŋ _sʊk _dzœy	
立刻	_lap 'hɐk	
立于不败	_lap 'jy 'bɐt _bai	
立于不败之地	_lap 'jy 'bɐt _bai 'dzi _dei	
立身	_lap 'sɐn	
立春	_lap 'tsœn	
立秋	_lap 'tsɐu	
蜡青	_lap 'tsɛŋ	沥青
蜡青马路	_lap 'tsɛŋ ˏma _lou	柏油马路
立大功	_lap _dai 'gʊŋ	
立地	_lap _dei	
立地成佛	_lap _dei ˌsɪŋ 'fɐt	
立杂	_lap _dzap	杂乱
蜡像	_lap _dzœŋ	
蜡像馆	_lap _dzœŋ ´gun	
立定	_lap _dɪŋ	
立夏	_lap _ha	
腊肉	_lap _jʊk	
立立杂杂	_lap _lap _dzap _dzap	乱七八糟
蜡布	_lap ¯bou	
立志	_lap ¯dzi	
立法	_lap ¯fat	
立法机关	_lap ¯fat 'gei 'gwan	
立法院	_lap ¯fat ´jyn	
立法委员	_lap ¯fat ´wɐi ˌjyn	
立法权	_lap ¯fat ˌkyn	
立见好转	_lap ¯gin ´hou ´dzyn	
立脚	_lap ¯gœk	
立脚点	_lap ¯gœk ´dim	
立宪	_lap ¯hin	
立宪运动	_lap ¯hin _wɐn _dʊŋ	
立宪政体	_lap ¯hin ¯dzɪŋ ´tɐi	
立宪国	_lap ¯hin ¯gwɔk	
立宪派	_lap ¯hin ¯pai	
立宪民主	_lap ¯hin ˌmɐn ´dzy	
立约	_lap ¯jœk	
垃圾	_lap ¯sap	
垃圾车	_lap ¯sap 'tsɛ	
垃圾佬	_lap ¯sap ´lou	清洁工人
垃圾篸	_lap ¯sap ´tsam	簸箕，畚箕
垃圾桶	_lap ¯sap ´tʊŋ	
立雪	_lap ¯syt	
立案	_lap ¯ɔn	
蜡板	_lap ´ban	
蜡纸	_lap ´dzi	
立等可取	_lap ´dɐŋ ´hɔ ´tsœy	
腊味	_lap ´mei	腊制食品
腊肠	_lap ´tsœŋ	香肠
立体	_lap ´tɐi	
立体声	_lap ´tɐi 'sɪŋ	
立体化	_lap ´tɐi ¯fa	
立体几何	_lap ´tɐi ´gei ˌhɔ	
立体感	_lap ´tɐi ´gɐm	
立委	_lap ´wɐi	
立言	_lap ˌjin	
蜡油	_lap ˌjɐu	
立时	_lap ˌsi	
立场	_lap ˌtsœŋ	
蜡染	_lap ˏjim	
辣椒	_lat 'dziu	
辣椒酱	_lat 'dziu ¯dzœŋ	
辣味	_lat _mei	
辣酱	_lat ¯dzœŋ	
辣酱油	_lat ¯dzœŋ ˌjɐu	
邋遢	_lat ¯tat	脏，肮脏
辣辣哋	_lat ´lat ´dei	辣辣的，很辣
辣手	_lat ´sɐu	
辣鱼多	_lat ˌjy 'dɔ	辣鱼三明治
辣油	_lat ˌjɐu	
利	_lei	锋利，锐利，快
脷	_lei	舌头
利益	_lei 'jik	
利息	_lei 'sik	
脷苔	_lei 'tɔi	舌苔
痢疾	_lei _dzɐt	
利害	_lei _hɔi	厉害
利润	_lei _jœn	
利刃	_lei _jɐn	
利欲	_lei _jʊk	
利欲薰心	_lei _jʊk 'fɐn 'sɐm	
利用	_lei _jʊŋ	
利率	_lei _lœt	
利落	_lei _lɔk	
利剑	_lei ¯gim	
利口唔利腹	_lei ´hɐu ˌm̩ _lei 'fʊk	好吃但对身不益
莅临	_lei ˌlɐm	
历经	_lik 'gɪŋ	
历经沧桑	_lik 'gɪŋ 'tsɔŋ 'sɔŋ	
力道	_lik _dou	
力度	_lik _dou	
历尽	_lik _dzœn	
历尽艰辛	_lik _dzœn 'gan 'sɐn	
历尽艰难	_lik _dzœn 'gan ˌnan	
历尽沧桑	_lik _dzœn 'tsɔŋ 'sɔŋ	
历代	_lik _dɔi	
历任	_lik _jɐm	
力量	_lik _lœŋ	
力战	_lik ¯dzin	
历届	_lik ¯gai	
力气	_lik ¯hei	
力透纸背	_lik ¯tɐu ´dzi ¯bui	
历久	_lik ´gɐu	
历久不衰	_lik ´gɐu 'bɐt 'sœy	
历险	_lik ´him	
历险记	_lik ´him ¯gei	
历史	_lik ´si	
历史观	_lik ´si 'gun	
历史系	_lik ´si _hɐi	
历史学	_lik ´si _hɔk	
历史学家	_lik ´si _hɔk 'ga	
力所不及	_lik ´sɔ 'bɐt _kɐp	
力所能及	_lik ´sɔ ˌnɐŋ _kɐp	
力行鸡	_lik ˌhaŋ 'gɐi	来亨鸡
历来	_lik ˌlɔi	
历时	_lik ˌsi	
力场	_lik ˌtsœŋ	
历程	_lik ˌtsɪŋ	
力挽狂澜	_lik ˏwan ˌkwɔŋ ˌlan	
裣衽	_lim _jɐm	
练波	_lin 'bɔ	练球
练习	_lin _dzap	
炼钢	_lin ¯gɔŋ	
炼铁	_lin ¯tit	
鬣狗	_lip ´gɐu	
猎犬	_lip ´hyn	
裂开	_lit 'hɔi	
列车	_lit 'tsɛ	
列席	_lit _dzik	
列席代表	_lit _dzik _dɔi ´biu	
列队	_lit _dœy	
列队欢迎	_lit _dœy 'fun ˌjɪŋ	
烈焰	_lit _jim	
烈士	_lit _si	
列国	_lit ¯gwɔk	
列表	_lit ´biu	
列岛	_lit ´dou	
列祖列宗	_lit ´dzou _lit 'dzʊŋ	
列举	_lit ´gœy	
裂缝	_lit ˌfʊŋ	
裂痕	_lit ˌhɐn	
列强	_lit ˌkœŋ	
裂纹	_lit ˌmɐn	
列宁主义	_lit ˌnɪŋ ´dzy _ji	
列为	_lit ˌwɐi	
路边	_lou 'bin	
路边摊	_lou 'bin 'tan	
路不拾遗	_lou 'bɐt _sɐp ˌwɐi	
涝灾	_lou 'dzɔi	
路灯	_lou 'dɐŋ	
劳军	_lou 'gwɐn	
露出	_lou 'tsœt	
路面	_lou _min	
路上	_lou _sœŋ	
路障	_lou ¯dzœŋ	
路况	_lou ¯fɔŋ	
路过	_lou ¯gwɔ	
路线	_lou ¯sin	
路线图	_lou ¯sin ˌtou	
路数	_lou ¯sou	门路，路子，法子，机会
露水	_lou ´sœy	
路遥知马力	_lou ˌjiu 'dzi ˏma _lik	
路遥知马力，日久见人心	_lou ˌjiu 'dzi ˏma _lik _jɐt ´gɐu ¯gin ˌjɐn 'sɐm	
路人	_lou ˌjɐn	
路人皆知	_lou ˌjɐn 'gai 'dzi	
路牌	_lou ˌpai	
路途	_lou ˌtou	
路程	_lou ˌtsɪŋ	
露台	_lou ˌtɔi	阳台
乱真	_lyn 'dzɐn	
乱军	_lyn 'gwɐn	
乱七八糟	_lyn 'tsɐt ¯bat 'dzou	
乱车	_lyn 'tsɛ	胡吹，瞎扯，胡说
乱车廿四	_lyn 'tsɛ _ja ¯sei	乱吹一气，瞎扯一通
乱噏	_lyn 'ŋɐp	胡说，乱说
乱噏廿四	_lyn 'ŋɐp _ja ¯sei	胡说八道
乱噏嘢	_lyn 'ŋɐp ˏjɛ	乱说话
乱象	_lyn _dzœŋ	
乱撞	_lyn _dzɔŋ	乱闯
乱动	_lyn _dʊŋ	
乱揈	_lyn _fɪŋ	挥霍，乱花钱
乱揈钱	_lyn _fɪŋ ´tsin	挥霍，乱花钱
乱用	_lyn _jʊŋ	
乱立立	_lyn _lɐp _lɐp	乱糟糟
乱食嘢	_lyn _sik ˏjɛ	乱吃东西
乱作一团	_lyn ¯dzɔk 'jɐt ˌtyn	
乱趯	_lyn ¯dɛk	乱跑
乱发	_lyn ¯fat	
乱咁舂	_lyn ¯gɐm 'dzʊŋ	乱闯，乱碰乱蹿，到处乱蹿蹿
乱晒坑	_lyn ¯sai 'haŋ	乱，乱了套，乱七八糟
乱晒大龙	_lyn ¯sai _dai ˌlʊŋ	乱七八糟
乱世	_lyn ¯sɐi	
乱世佳人	_lyn ¯sɐi 'gai ˌjɐn	
乱抄	_lyn ¯tsau	乱翻
乱打	_lyn ´da	
乱估	_lyn ´gu	乱猜，瞎猜
乱讲嘢	_lyn ´gɔŋ ˏjɛ	胡说八道
乱谂嘢	_lyn ´nɐm ˏjɛ	胡思乱想
乱写	_lyn ´sɛ	
乱闯	_lyn ´tsɔŋ	
乱伦	_lyn ˌlœn	
乱流	_lyn ˌlɐu	
乱来	_lyn ˌlɔi	
乱爬	_lyn ˌpa	
乱臣	_lyn ˌsɐn	
乱成一团	_lyn ˌsɪŋ 'jɐt ˌtyn	
乱码	_lyn ˏma	
乱扠	_lyn ˏtsa	乱涂
略知	_lœk 'dzi	
略知一二	_lœk 'dzi 'jɐt _ji	
略知皮毛	_lœk 'dzi ˌpei ˌmou	
略加	_lœk 'ga	
掠夺	_lœk _dyt	
略略	_lœk _lœk	稍微，略微，稍稍
略带	_lœk ¯dai	
略见一斑	_lœk ¯gin 'jɐt 'ban	
略过	_lœk ¯gwɔ	
略去	_lœk ¯hœy	
略胜一筹	_lœk ¯sɪŋ 'jɐt ˌtsɐu	
略微	_lœk ˌmei	
略同	_lœk ˌtʊŋ	
略语	_lœk ˏjy	
略有	_lœk ˏjɐu	
略有出入	_lœk ˏjɐu 'tsœt _jɐp	
吝啬	_lœn 'sik	
吝啬	_lœn 'sik	
论调	_lœn _diu	
论尽	_lœn _dzœn	麻烦，累赘，狼狈，糟糕，不方便，不利索
论尽	_lœn _dzœn	笨手笨脚，粗心大意，举动不灵，不小心，马大哈
论证	_lœn ¯dzɪŋ	
论点	_lœn ´dim	
论文	_lœn ˌmɐn	
论坛	_lœn ˌtan	
律诗	_lœt 'si	
律师	_lœt 'si	
律师事务所	_lœt 'si _si _mou ´sɔ	
律师纸	_lœt 'si ´dzi	律师证明
律师行	_lœt 'si ˌhɔŋ	
律师楼	_lœt 'si ˌlɐu	律师事务所
傈僳族	_lœt 'sʊk _dzʊk	
律令	_lœt _lɪŋ	
律己	_lœt ´gei	
滤色镜	_lœy 'sik ¯gɛŋ	
滤出	_lœy 'tsœt	
类别	_lœy _bit	
滤液	_lœy _jik	
滤纸	_lœy ´dzi	
滤嘴	_lœy ´dzœy	
累死	_lœy ´sei	害死，陷害
泪水	_lœy ´sœy	
类似	_lœy ˏtsi	
亮光	_lœŋ 'gwɔŋ	
量入为出	_lœŋ _jɐp ˌwɐi 'tsœt	
量力	_lœŋ _lik	
量力而行	_lœŋ _lik ˌji ˌhɐŋ	
量力而为	_lœŋ _lik ˌji ˌwɐi	
踉跄	_lœŋ ¯tsœŋ	
谅解	_lœŋ ´gai	
量产	_lœŋ ´tsan	
量词	_lœŋ ˌtsi	
荔枝	_lɐi 'dzi	
荔枝汁	_lɐi 'dzi 'dzɐp	
荔枝造	_lɐi 'dzi _dzou	荔枝旺季
例汤	_lɐi 'tɔŋ	普通汤
厉害	_lɐi _hɔi	
利是	_lɐi _si	红包，压岁钱
利是封	_lɐi _si 'fʊŋ	红包封套
利是钱	_lɐi _si ´tsin	红包，压岁钱
例外	_lɐi _ŋɔi	
例证	_lɐi ¯dzɪŋ	
例句	_lɐi ¯gœy	
俪影	_lɐi ´jɪŋ	
例牌	_lɐi ´pai	照例，惯例，常例，老一套的，时时如此的
例行	_lɐi ˌhɐŋ	
例行公事	_lɐi ˌhɐŋ 'gʊŋ _si	
例行工作	_lɐi ˌhɐŋ 'gʊŋ ¯dzɔk	
例如	_lɐi ˌjy	
例文	_lɐi ˌmɐn	
俪辞	_lɐi ˌtsi	
例题	_lɐi ˌtɐi	
勒兵	_lɐk 'bɪŋ	
勒住	_lɐk _dzy	
勒令	_lɐk _lɪŋ	
勒赎	_lɐk _sʊk	
勒索	_lɐk ¯sak	
勒紧	_lɐk ´gɐn	
勒紧裤带	_lɐk ´gɐn ¯fu ¯dai	
勒死	_lɐk ´sei	
肋软骨	_lɐk ˏjyn 'gwɐt	
勒马	_lɐk ˏma	
立乱	_lɐp _lyn	乱，随便
立立乱	_lɐp ´lɐp _lyn	乱糟糟，乱七八糟，心神不安，心乱如麻
漏	_lɐu	遗漏
溜冰	_lɐu 'bɪŋ	
溜冰鞋	_lɐu 'bɪŋ ˌhai	
溜冰场	_lɐu 'bɪŋ ˌtsœŋ	
溜光	_lɐu 'gwɔŋ	
陋屋	_lɐu 'ʊk	
溜滑	_lɐu _wat	
溜滑梯	_lɐu _wat 'tɐi	
漏底	_lɐu ´dɐi	露馅
漏斗	_lɐu ´dɐu	
漏口佬	_lɐu ´hɐu ´lou	结巴
漏水	_lɐu ´sœy	
落班	_lɔk 'ban	下班
乐不思蜀	_lɔk 'bɐt 'si _sʊk	
落单	_lɔk 'dan	下定单
落妆	_lɔk 'dzɔŋ	卸妆
落得一场空	_lɔk 'dɐk 'jɐt ˌtsœŋ 'hʊŋ	
落花流水	_lɔk 'fa ˌlɐu ´sœy	
落飞机	_lɔk 'fei 'gei	下飞机
落荒而逃	_lɔk 'fɔŋ ˌji ˌtou	
落街	_lɔk 'gai	到街上，外出
落更	_lɔk 'gaŋ	下班
落机	_lɔk 'gei	下飞机
乐观	_lɔk 'gun	
乐观主义	_lɔk 'gun ´dzy _ji	
落乡	_lɔk 'hœŋ	下乡
落空	_lɔk 'hʊŋ	
乐于	_lɔk 'jy	
乐于助人	_lɔk 'jy _dzɔ ˌjɐn	
落蚊帐	_lɔk 'mɐn ¯dzœŋ	把蚊帐挂起来
乐天	_lɔk 'tin	
乐天知命	_lɔk 'tin 'dzi _mɪŋ	
乐天派	_lɔk 'tin ¯pai	
落差	_lɔk 'tsa	
落车	_lɔk 'tsɛ	下车
落汤鸡	_lɔk 'tɔŋ 'gɐi	
落大雨	_lɔk _dai ˏjy	下大雨
落地	_lɔk _dei	
落地生根	_lɔk _dei 'sɐŋ 'gɐn	
落地窗	_lɔk _dei 'tsœŋ	
落地扇	_lɔk _dei ¯sin	
乐在其中	_lɔk _dzɔi ˌkei 'dzʊŋ	
落定	_lɔk _dɛŋ	下定金，给定钱，交定钱
落毒	_lɔk _dʊk	下毒
落毒	_lɔk _dʊk	下毒
落药	_lɔk _dʊk	下毒药
乐极生悲	_lɔk _gik 'sɐŋ 'bei	
乐合彩	_lɔk _hɐp ´tsɔi	
落后	_lɔk _hɐu	
落叶	_lɔk _jip	
落叶归根	_lɔk _jip 'gwɐi 'gɐn	
落叶树	_lɔk _jip _sy	
落叶乔木	_lɔk _jip ˌkiu _mʊk	
落日	_lɔk _jɐt	
落力	_lɔk _lik	卖力，努力，认真，卖力气，卖劲儿
落泪	_lɔk _lœy	
落寞	_lɔk _mɔk	
落幕	_lɔk _mɔk	
乐善好施	_lɔk _sin ¯hou 'si	
落实	_lɔk _sɐt	
落石级	_lɔk _sɛk 'kɐp	下台阶
落剩	_lɔk _sɪŋ	剩下
落户	_lɔk _wu	
落注	_lɔk ¯dzy	下注
落注	_lɔk ¯dzy	下赌注
落脚	_lɔk ¯gœk	停留下来
落脚	_lɔk ¯gœk	
落脚处	_lɔk ¯gœk ¯tsy	
落客	_lɔk ¯hak	让乘客下车
落去	_lɔk ¯hœy	下去
乐意	_lɔk ¯ji	
落雪	_lɔk ¯syt	下雪
落雪珠	_lɔk ¯syt 'dzy	下冰雹，下雹子
落雪水	_lɔk ¯syt ´sœy	下很冷的小雨
乐趣	_lɔk ¯tsœy	
落斜	_lɔk ¯tsɛ	下坡
乐透	_lɔk ¯tɐu	
乐透彩	_lɔk ¯tɐu ´tsɔi	
落本	_lɔk ´bun	下本钱
落井下石	_lɔk ´dzɪŋ _ha _sɛk	
落袋	_lɔk ´dɔi	放进口袋里
落袋	_lɔk ´dɔi	进帐，进了腰包
落口供	_lɔk ´hɐu 'gʊŋ	录口供，问话，录取供词
落楼	_lɔk ´lɐu	下楼
落脸	_lɔk ´min	丢脸
落面	_lɔk ´min	丢脸
落选	_lɔk ´syn	
落水	_lɔk ´sœy	
落水狗	_lɔk ´sœy ´gɐu	
落手	_lɔk ´sɐu	下手
落手落脚	_lɔk ´sɐu _lɔk ¯gœk	亲自动手
乐此不疲	_lɔk ´tsi 'bɐt ˌpei	
落画	_lɔk ´wa	结束放映
落肥	_lɔk ˌfei	施肥
乐而不淫	_lɔk ˌji 'bɐt ˌjɐm	
乐而忘返	_lɔk ˌji ˌmɔŋ ´fan	
乐而忘形	_lɔk ˌji ˌmɔŋ ˌjɪŋ	
落嚟	_lɔk ˌlei	下来
落船	_lɔk ˌsyn	上船
落台	_lɔk ˌtɔi	下台
落堂	_lɔk ˌtɔŋ	下课
乐以忘忧	_lɔk ˏji ˌmɔŋ 'jɐu	
落雨	_lɔk ˏjy	下雨
落雨溦	_lɔk ˏjy 'mei	下毛毛雨
落雨丝湿	_lɔk ˏjy 'si 'sɐp	下雨路滑
落雨湿湿	_lɔk ˏjy 'sɐp 'sɐp	下雨路滑
落网	_lɔk ˏmɔŋ	
落伍	_lɔk ˏŋ̩	
浪	_lɔŋ	裆
晾干	_lɔŋ 'gɔn	
晾衣服	_lɔŋ 'ji _fʊk	
晾衫架	_lɔŋ 'sam ´ga	晾衣架
浪漫	_lɔŋ _man	
浪费	_lɔŋ ¯fɐi	
晾晒	_lɔŋ ¯sai	
浪琴表	_lɔŋ ˌkɐm 'biu	
浪涛	_lɔŋ ˌtou	
令尊	_lɪŋ 'dzyn	
另开一张	_lɪŋ 'hɔi 'jɐt 'dzœŋ	
愣住	_lɪŋ _dzy	
另外	_lɪŋ _ŋɔi	
令爱	_lɪŋ ¯ɔi	
另起炉灶	_lɪŋ ´hei ˌlou ¯dzou	
令郎	_lɪŋ ´lɔŋ	
另行通知	_lɪŋ ˌhɐŋ 'tʊŋ 'dzi	
另谋出路	_lɪŋ ˌmɐu 'tsœt _lou	
令堂	_lɪŋ ˌtɔŋ	
另有	_lɪŋ ˏjɐu	
另有企图	_lɪŋ ˏjɐu ˏkei ˌtou	
另眼相待	_lɪŋ ˏŋan 'sœŋ _dɔi	
另眼相看	_lɪŋ ˏŋan 'sœŋ ¯hɔn	
戮	_lʊk	践踏，踩
渌	_lʊk	烫，泡，涮
绿洲	_lʊk 'dzɐu	
陆军	_lʊk 'gwɐn	
录供	_lʊk 'gʊŋ	
录音机	_lʊk 'jɐm 'gei	
录音带	_lʊk 'jɐm ´dai	
六级	_lʊk 'kɐp	
绿色	_lʊk 'sik	
渌亲	_lʊk 'tsɐn	烫伤，烫着
六亲	_lʊk 'tsɐn	
六亲不认	_lʊk 'tsɐn 'bɐt _jɪŋ	
渌亲手指	_lʊk 'tsɐn ´sɐu ´dzi	烫伤了指头
陆地	_lʊk _dei	
六道轮回	_lʊk _dou ˌlœn ˌwui	
